feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,gesture_label,timestamp
2.9286034,2.8422084,3.078032,3.0801353,2.9039235,0.6283354,3.0412393,0.4785298,2.8441737,1.029324,0.13361537,0.27642283,0.1162154,0.09579365,0.10252111,0.26507393,0.3503929,0.06368636,0.0231426,0.05924654,0.11569902,0.12587059,0.1515716,0.022307405,-0.015467673,0.0061403154,0.011353038,0.011927477,-0.024622558,-0.044807028,-0.046113204,-0.035384104,-0.039808456,2.863571,3.0262935,2.9989924,3.1371808,2.5086265,1.5415888,2.3313432,1.781521,2.3669388,2.2163515,0.23762146,0.3953857,0.21621758,0.18064304,0.16214338,0.13614872,0.36579806,0.14857659,0.05780839,0.10191067,0.19449747,0.21312359,0.16318208,-0.0067074625,-0.0027537418,-0.0805868,-0.0900794,-0.07162632,-0.014864825,-0.044104856,-0.047904648,-0.045318004,-0.04940832,0.14448527,0.0037750117,0.060246676,0.08843261,0.11426139,-4.374379e-08,Tiger,2026-02-15T18:24:41.927032
2.9313955,2.8828654,3.033395,3.0555763,2.5446875,0.6820115,2.500237,0.5186063,2.6548688,0.06731878,0.15110226,0.28169933,0.094845936,0.06838905,0.07733201,0.19981726,0.36158317,0.060130194,0.16045693,0.07569623,0.11821782,0.13186094,0.13692859,0.016774034,-0.022464262,-0.019824928,-0.010961887,-0.0020392288,-0.024144525,-0.047202244,-0.047448337,-0.03487116,-0.040178094,2.878103,3.0296836,2.9952505,3.1250925,2.521842,1.5138924,2.3759117,1.7370665,2.4166942,2.176663,0.23626877,0.39732286,0.21564819,0.18138775,0.16360314,0.14299671,0.37874508,0.14071059,0.05891376,0.102802545,0.19494957,0.21385346,0.16689725,-0.008255091,-0.0007900177,-0.08050057,-0.08896899,-0.07109427,-0.015761964,-0.04421787,-0.04941746,-0.046872523,-0.051283337,0.14745435,0.002992456,0.029463127,0.09322342,0.11424613,4.016625e-08,Tiger,2026-02-15T18:24:42.151997
2.8951476,2.8645232,3.109168,3.050554,2.9196036,0.69775,3.0683815,0.49691498,2.8246174,0.9344036,0.14568691,0.28101587,0.112685636,0.08816131,0.0892187,0.21634234,0.34866092,0.05946726,0.093684815,0.07200748,0.11921432,0.13185944,0.14220625,0.023152757,-0.011136453,0.007500904,0.011173451,0.013921103,-0.018557513,-0.044251405,-0.044089474,-0.033478115,-0.038030226,2.8876128,3.0390368,2.9959846,3.1303952,2.5148494,1.5205169,2.334652,1.7491554,2.34321,2.1883872,0.2350092,0.39544037,0.21562706,0.18073943,0.16145235,0.14454186,0.37816307,0.14079952,0.05925247,0.09870782,0.19573869,0.21315446,0.16636206,-0.008633815,0.0010672429,-0.07817045,-0.086588696,-0.06941152,-0.014258517,-0.04271375,-0.047579564,-0.044735853,-0.04849703,0.14760292,0.0018523055,0.056043558,0.094966084,0.11299586,-5.0283163e-08,Tiger,2026-02-15T18:24:42.378507
2.9558012,2.867181,3.1099122,3.0610533,2.9486644,0.9623004,2.8703892,0.9322512,2.7487686,1.4185678,0.13484418,0.27548164,0.12538567,0.09751239,0.096621364,0.28127572,0.39264256,0.084555596,0.061980147,0.06611977,0.11646569,0.1274108,0.15066014,0.026776759,-0.013696635,0.02669258,0.027894558,0.024990704,-0.02177075,-0.044612058,-0.047483914,-0.03868824,-0.04352842,2.8771906,3.030453,3.006738,3.1339464,2.530096,1.5193919,2.3564856,1.7526212,2.3925314,2.2027297,0.23593181,0.3989458,0.21911037,0.18415733,0.1661841,0.1339248,0.36691272,0.14257003,0.053085797,0.097711965,0.1960895,0.2129412,0.16810477,-0.0057842373,0.0008572995,-0.07601449,-0.0853771,-0.067675136,-0.013032953,-0.042428654,-0.046445295,-0.043714006,-0.047666494,0.1513029,0.0040872185,0.07166608,0.094438314,0.11821157,-1.0612471e-07,Tiger,2026-02-15T18:24:42.581940
2.9131708,2.860367,3.113623,3.072687,2.9165292,0.7407627,3.0103908,0.6796145,2.8602233,1.2493705,0.14070512,0.28028065,0.116765864,0.09482561,0.10007721,0.24851485,0.37786233,0.09061013,0.05643632,0.068594195,0.119833656,0.13129555,0.14800137,0.025132503,-0.010636,0.012728092,0.017936893,0.019568607,-0.022370402,-0.043140035,-0.046738304,-0.03802839,-0.043555517,2.8148406,3.0161486,3.012728,3.1090786,2.547148,1.5098692,2.3733501,1.7975897,2.4266388,2.2411957,0.23665673,0.39706528,0.21696112,0.18401378,0.16471724,0.13778989,0.3611367,0.1557825,0.055738058,0.1017409,0.19216566,0.21046042,0.16586788,-0.0029591979,0.00044916986,-0.07603409,-0.08869476,-0.07095379,-0.016035227,-0.047839113,-0.04988819,-0.046831675,-0.05000353,0.14434636,0.005408116,0.05799098,0.09197077,0.11125308,-2.41562e-08,Tiger,2026-02-15T18:24:42.786851
2.9969199,2.9414618,3.084417,3.0595734,2.9577029,0.84280133,2.9745164,0.65185237,2.8205223,1.0920625,0.13821153,0.27390656,0.122538306,0.08693346,0.08934387,0.2614334,0.36176792,0.07001193,0.043077126,0.06702178,0.11657349,0.12786612,0.14486493,0.02285812,-0.017436786,0.022326237,0.019494837,0.017990617,-0.020806666,-0.043778725,-0.046635415,-0.0371871,-0.041470822,2.8661377,3.01966,2.9977434,3.1388245,2.527684,1.5399425,2.3205054,1.769499,2.2754078,2.1651597,0.23337522,0.39142114,0.21478248,0.17719741,0.15272023,0.12737884,0.36765072,0.15523618,0.073745124,0.09997275,0.19313993,0.2111454,0.16266114,-0.0044740364,-0.00092378154,-0.07706039,-0.08664739,-0.06963061,-0.016892223,-0.044271324,-0.048757926,-0.04541017,-0.047891676,0.14537652,0.0025561987,0.06579486,0.091513604,0.11295837,-7.8379735e-08,Tiger,2026-02-15T18:24:42.988763
2.9610674,2.9054742,3.088349,3.057488,2.966016,0.8543708,2.9893403,0.6751451,2.8369215,1.2631907,0.13456257,0.27430838,0.12741816,0.10015402,0.10580455,0.26343572,0.34503585,0.03220884,0.039563105,0.059542496,0.12002894,0.12905477,0.14857893,0.02277901,-0.016286885,0.021052836,0.01960503,0.019405458,-0.021376701,-0.040420763,-0.043754127,-0.035312343,-0.040878654,2.8636281,3.0279334,3.008679,3.127244,2.5781894,1.5317937,2.3760579,1.7771783,2.3260036,2.250408,0.22356187,0.39344335,0.22037646,0.18290997,0.16132794,0.1514198,0.3525697,0.16117045,0.07418167,0.09721909,0.19218506,0.20867068,0.17570592,-0.00810781,0.00014588315,-0.07482896,-0.086715765,-0.07142481,-0.016731577,-0.046684023,-0.051696554,-0.048717245,-0.052113127,0.14503726,0.00804214,0.06544937,0.093131274,0.11118621,-7.013344e-08,Tiger,2026-02-15T18:24:43.224195
2.8956993,2.8744397,3.1020288,3.0624907,2.7985175,0.5871713,2.8515081,0.28155953,2.8067434,0.6573945,0.1475212,0.27807274,0.11293512,0.086133614,0.093735464,0.17746283,0.33156717,0.058299076,0.06333237,0.06667734,0.117605716,0.12990311,0.13539644,0.018536586,-0.012750569,-0.0018761436,0.0033341623,0.008343915,-0.024166206,-0.04527428,-0.046602443,-0.034928728,-0.03856784,2.8518717,3.018462,3.0038538,3.130608,2.5242493,1.5325274,2.3472605,1.7447767,2.2779267,2.1954002,0.22991961,0.39229256,0.21437566,0.17904197,0.1566748,0.14229235,0.38083887,0.14322987,0.076805286,0.098676816,0.19259453,0.20980021,0.16789307,-0.006234083,-0.0004505528,-0.08007015,-0.08841981,-0.07201983,-0.01603553,-0.04613538,-0.051223412,-0.047683712,-0.05122612,0.14333579,0.0023690392,0.053227775,0.091193944,0.11058396,-3.6117342e-08,Tiger,2026-02-15T18:24:43.456922
2.9245715,2.8660133,3.0983775,3.0714319,2.9021175,0.623071,3.044457,0.41567752,2.7856476,0.81778586,0.14876227,0.28374764,0.11466797,0.08482822,0.08677411,0.21604635,0.36425474,0.07003519,0.09018519,0.07724235,0.11849917,0.13277707,0.14206906,0.02342906,-0.014203756,0.0071713487,0.010253176,0.012252754,-0.023643373,-0.047315218,-0.050211858,-0.038487066,-0.043876193,2.846619,3.0188675,3.0017855,3.1098647,2.5134385,1.5288891,2.343417,1.7375041,2.3509533,2.1590846,0.23758328,0.39923382,0.21626551,0.17981543,0.16022703,0.13463335,0.37637347,0.13579854,0.06522869,0.09933,0.19266273,0.21070093,0.16687591,-0.005765582,-0.0030441578,-0.082644425,-0.08981005,-0.071980484,-0.017515041,-0.049037464,-0.051987763,-0.04735145,-0.05130668,0.1419081,0.004121155,0.05469908,0.09001675,0.10970366,-5.2151705e-08,Tiger,2026-02-15T18:24:43.664655
2.9177356,2.859845,3.0955825,3.0670173,2.8728268,0.5415467,2.9740586,0.30212247,2.7930775,0.7218622,0.1525945,0.28439885,0.11201247,0.084964685,0.09113988,0.19393721,0.34826353,0.06768326,0.08654106,0.07434126,0.1197335,0.13342902,0.13783872,0.0206068,-0.014280211,0.0017551125,0.0067795822,0.011211405,-0.022283364,-0.044291053,-0.04700573,-0.03545558,-0.0405587,2.8622403,3.019441,3.0222857,3.1243675,2.5631425,1.4284593,2.3398647,1.7494587,2.3388255,2.2900589,0.23246485,0.39174387,0.21392,0.17770438,0.16289058,0.113278605,0.3631481,0.1764796,0.06499985,0.09549309,0.18912591,0.20525904,0.16290213,0.00087849103,0.002625019,-0.072287455,-0.08618042,-0.06939513,-0.015145448,-0.048652135,-0.052199274,-0.04841792,-0.054014873,0.13904066,0.0045233266,0.045250326,0.09368503,0.10273957,-8.47076e-09,Tiger,2026-02-15T18:24:43.891559
3.0747364,3.0420744,2.9790494,3.0572414,2.7633798,0.5939886,2.7778842,0.348803,2.981121,0.6891685,0.13202175,0.2659767,0.113252,0.08187263,0.100529134,0.26698303,0.2901927,0.045422964,0.105503924,0.047298215,0.11726593,0.1234896,0.14294073,0.01262975,-0.03158801,0.0038960315,8.11827e-05,0.009055483,-0.022297123,-0.03841205,-0.04230231,-0.03225097,-0.035519272,2.8905542,3.0353289,3.005644,3.11067,2.468847,1.483964,2.3032987,1.735719,2.3158348,2.2108257,0.23677202,0.3880716,0.20422515,0.17169134,0.15579836,0.10448511,0.40217623,0.15655746,0.06932061,0.099005,0.18874615,0.20626415,0.154576,-0.0005132663,0.0009296753,-0.07587143,-0.08484146,-0.068645135,-0.014312287,-0.04611084,-0.049311068,-0.04676442,-0.051935885,0.14359416,0.010207708,0.061602063,0.09014779,0.11177057,-2.8733904e-08,Tiger,2026-02-15T18:24:44.124640
3.09654,3.030217,3.0160584,3.067925,2.6476614,0.6081438,2.5757124,0.5893412,2.8720365,0.021246305,0.14145033,0.26947162,0.09944782,0.070259795,0.08474191,0.20968203,0.33136863,0.11306592,0.11150924,0.050554685,0.113212354,0.12080551,0.1343844,0.008609457,-0.026490966,-0.0006994909,-0.0072021666,-0.0013535206,-0.025003795,-0.04448415,-0.04678962,-0.035250384,-0.03851071,2.8380146,3.003659,3.0088012,3.128128,2.4832773,1.4929447,2.249352,1.8333787,2.227054,2.352074,0.23346896,0.39107737,0.21006297,0.1751003,0.15798692,0.10474087,0.36851695,0.16423452,0.07540007,0.09940598,0.19204499,0.20944746,0.16075179,0.003458042,-9.388516e-06,-0.07721256,-0.089384206,-0.07372149,-0.016168647,-0.04839234,-0.05110367,-0.046846762,-0.052244704,0.14111757,0.0053836633,0.03923256,0.0825122,0.11448103,-1.209283e-08,Tiger,2026-02-15T18:24:44.327095
3.0948951,3.05451,2.9939437,3.0842004,2.5324495,0.73368293,2.4519758,0.70963305,2.7476041,0.29157227,0.14512926,0.27457365,0.091477565,0.06751015,0.08214596,0.17400582,0.35803708,0.0735755,0.13734452,0.05524023,0.11726009,0.12628344,0.1340124,0.00533634,-0.02760238,-0.014695606,-0.015129242,-0.007428936,-0.023947278,-0.043316506,-0.045024924,-0.032340396,-0.036299143,2.8681986,3.0263112,2.9976258,3.1377263,2.5675824,1.4919944,2.3638687,1.7644107,2.340519,2.2217658,0.23602198,0.39265501,0.21748166,0.18222563,0.1604895,0.11487951,0.3549125,0.16095918,0.06523115,0.09971396,0.19297381,0.21067423,0.16048554,-0.0024761984,-0.0008886119,-0.073794894,-0.086036734,-0.06953378,-0.01661506,-0.0454568,-0.049784437,-0.047131203,-0.049967304,0.13977244,0.0024782978,0.02529018,0.08129096,0.11370188,3.8231875e-08,Tiger,2026-02-15T18:24:44.528965
2.9721084,2.996985,3.0603316,3.0507019,2.6893053,0.5404893,2.614206,0.4147503,2.6734622,0.18467925,0.1485942,0.27550563,0.0972652,0.06819849,0.07397408,0.1938089,0.35620672,0.030859178,0.037411522,0.06925816,0.116341576,0.12839364,0.13281345,0.0178054,-0.020288771,-0.0037101947,-0.003831503,-0.0019722055,-0.021300536,-0.043919824,-0.045603637,-0.033668518,-0.037961986,2.8255212,3.0178826,3.0095208,3.133248,2.5137045,1.5229067,2.3366559,1.776001,2.404881,2.1946516,0.23764923,0.39580393,0.21525192,0.18100482,0.1635816,0.1429742,0.3703807,0.1489731,0.05148352,0.10044529,0.19353554,0.21201964,0.16411096,-0.003767306,0.0017194191,-0.07765222,-0.08815193,-0.06972341,-0.014658811,-0.0435883,-0.0464942,-0.043444704,-0.047174063,0.14637157,0.0030354173,0.039029703,0.08906835,0.11615276,2.0424032e-08,Tiger,2026-02-15T18:24:44.734401
3.0313268,3.0624225,3.059683,3.0836418,2.7094088,0.61425567,2.6072886,0.5304642,2.8450916,0.026072076,0.14860597,0.27657333,0.10284989,0.07146266,0.07768276,0.13714756,0.30456027,0.040332556,0.11778007,0.063057706,0.11907196,0.1306674,0.13094842,0.009607895,-0.017509365,-0.01025216,-0.009195708,-0.00049622054,-0.025781011,-0.045372147,-0.04630726,-0.033889364,-0.036746826,2.8955247,3.031317,2.9937165,3.1313958,2.5167835,1.4775095,2.3385994,1.7054232,2.3364673,2.0922816,0.2391569,0.39098626,0.2127611,0.17619145,0.15460643,0.11024975,0.3657498,0.15893635,0.07678807,0.09965716,0.19245486,0.2104943,0.15552352,-0.0032651785,-0.0006926966,-0.07322867,-0.08322237,-0.06682439,-0.01461972,-0.043082044,-0.046564028,-0.043699946,-0.048071466,0.13908814,0.002314552,0.03663958,0.083900064,0.11093372,-1.8407544e-08,Tiger,2026-02-15T18:24:44.956912
2.88483,2.8548906,3.1208344,3.0646324,2.928094,1.0413405,2.9045596,0.9451385,2.7176285,1.5041144,0.14719269,0.27569836,0.1300748,0.10109171,0.09741566,0.24389178,0.37227467,0.10272345,0.08333933,0.07605418,0.11785558,0.13146675,0.13753408,0.02868133,-0.009090303,0.02420382,0.026401222,0.023936527,-0.022564704,-0.04563645,-0.048765797,-0.041058186,-0.04603241,2.8477874,3.022272,3.0051785,3.1251838,2.5027585,1.48232,2.3378496,1.7167008,2.383024,2.1546507,0.23953357,0.3957141,0.21330386,0.18031465,0.16312194,0.122564614,0.37803644,0.14481513,0.055793736,0.09891986,0.19427599,0.21205279,0.16066878,-0.0015205841,0.0012504488,-0.07720802,-0.086874336,-0.068603516,-0.013112118,-0.04153898,-0.04538798,-0.042725686,-0.04724723,0.14855827,0.0055453237,0.075710416,0.09409863,0.11495656,-9.912348e-08,Tiger,2026-02-15T18:24:45.161329
2.9508238,2.8973472,3.0185504,3.0540369,2.3662636,0.90212965,2.2388754,0.7935899,2.281984,0.7532572,0.14856516,0.28335303,0.090468846,0.061393697,0.06277119,0.2013443,0.40909392,0.055905752,0.1457972,0.080974184,0.11763946,0.13204017,0.14095588,0.015224963,-0.02541432,-0.031554513,-0.019057026,-0.013700544,-0.027420383,-0.051442325,-0.049690884,-0.035022873,-0.04005343,2.866955,3.011912,3.0077934,3.1342072,2.558484,1.5296336,2.3695648,1.7377814,2.3190396,2.153804,0.23574238,0.39277938,0.21806651,0.17921576,0.15502568,0.114334896,0.3482082,0.15757869,0.07572777,0.09853749,0.19226332,0.20957527,0.16084069,-0.0026214952,-0.0023230575,-0.07511194,-0.08580704,-0.06883897,-0.017610148,-0.046675067,-0.04989702,-0.045863308,-0.048990265,0.14522816,0.0062183584,0.009457522,0.0923152,0.112112105,8.5621124e-08,Tiger,2026-02-15T18:24:45.396835
3.0688217,3.020162,3.0586603,3.07738,2.8115091,0.5793306,2.91054,0.46380696,2.950187,0.92747027,0.14147767,0.27397642,0.10564244,0.08192121,0.090650804,0.25000662,0.34499782,0.052363914,0.032004148,0.06236422,0.11888072,0.12924092,0.1413012,0.019606927,-0.01879201,0.009992543,0.012153916,0.014778887,-0.020360906,-0.03923684,-0.04197223,-0.032763164,-0.03653365,2.8762243,3.0218363,3.000147,3.130448,2.4931433,1.4469669,2.2848542,1.699712,2.2622564,2.080395,0.23922245,0.3902113,0.20700572,0.17002825,0.14925727,0.11627992,0.37629288,0.16331138,0.08337228,0.10066297,0.19187564,0.21032554,0.15510751,-0.0026626638,-0.0008954196,-0.07607559,-0.085481204,-0.068761334,-0.014977801,-0.04485803,-0.046166163,-0.0425761,-0.0474704,0.14122234,0.006768939,0.050845012,0.08908704,0.109577596,-2.9656292e-08,Tiger,2026-02-15T18:24:45.636690
2.9305167,2.9225068,3.0430052,3.0399985,2.4287257,0.7764319,2.2901287,0.7047777,2.3291779,0.5659385,0.15776052,0.28289902,0.09279805,0.061803143,0.06271936,0.20149204,0.37216148,0.052023467,0.15971738,0.08566131,0.118044525,0.13400325,0.13215691,0.017881425,-0.023316791,-0.022446023,-0.0143566625,-0.009253378,-0.025562419,-0.05077051,-0.04868819,-0.0347298,-0.04004971,2.8529615,3.0168517,2.9952316,3.1352935,2.5484319,1.5173713,2.319425,1.7601517,2.270552,2.1481788,0.23393652,0.39291415,0.21983048,0.17940067,0.15474921,0.13138404,0.35161352,0.16054378,0.07447386,0.09793221,0.19552612,0.2130457,0.16388482,-0.003734518,0.00097458716,-0.0747309,-0.0854683,-0.06848573,-0.016712962,-0.04298557,-0.047027003,-0.04367842,-0.046768457,0.14679101,0.0088879755,0.019060519,0.093679845,0.1130119,5.991656e-08,Tiger,2026-02-15T18:24:45.870838
2.8864038,2.8910332,3.1115358,3.0474603,2.9879084,0.7945782,3.1027765,0.5326205,2.7817738,1.118089,0.15126586,0.27474868,0.12781014,0.098190665,0.0979763,0.17919135,0.3214814,0.051630877,0.0797311,0.07070783,0.118107975,0.13001256,0.12875909,0.02144906,-0.010485527,0.013544042,0.014407346,0.013522436,-0.01716255,-0.039562214,-0.04254112,-0.033855632,-0.040404774,2.874384,3.0213447,3.0094566,3.1281419,2.5059838,1.4553717,2.3145185,1.718935,2.2698936,2.170358,0.2334157,0.38726628,0.20825273,0.1735425,0.15365125,0.11053525,0.37578183,0.16521159,0.08556898,0.097175546,0.19015631,0.20707093,0.15739535,-0.00069982227,0.0009572029,-0.07249921,-0.083101526,-0.06814949,-0.014620589,-0.045184724,-0.04746178,-0.044682287,-0.0495372,0.14308704,0.0058673103,0.06934459,0.09333351,0.108456254,-5.961449e-08,Tiger,2026-02-15T18:24:46.087082
2.8764415,2.8949802,3.0392885,3.0539484,2.3948472,0.80654275,2.2433107,0.73842597,2.2754889,0.7139733,0.14831422,0.27870354,0.085340984,0.06081213,0.068481386,0.15606226,0.4061498,0.063527584,0.121564254,0.07904837,0.11600098,0.12901543,0.13418667,0.012423229,-0.020384338,-0.028004603,-0.017201524,-0.0118157,-0.02377584,-0.0448923,-0.045889948,-0.0330638,-0.039506633,2.8462582,3.014106,3.0158286,3.1360507,2.5217197,1.5282886,2.358869,1.7761513,2.4057043,2.2119384,0.23883514,0.396557,0.2167135,0.18228161,0.16310053,0.123508535,0.37366253,0.14519483,0.061066903,0.10207785,0.1921592,0.2104706,0.1622316,-0.0022674305,-0.000726554,-0.078319006,-0.08775321,-0.06990543,-0.016251097,-0.04846071,-0.050958224,-0.047368325,-0.05114844,0.14964479,0.004404585,0.019932318,0.093076736,0.117176294,7.9708734e-08,Tiger,2026-02-15T18:24:46.322546
2.9171357,2.8289933,3.0999033,3.0759645,2.9491494,0.9159836,2.9958034,0.76828015,2.8105009,1.203174,0.13712358,0.27636358,0.1251369,0.09851327,0.097476445,0.25345686,0.3881041,0.065211855,0.06445642,0.06735022,0.117794976,0.12838364,0.14767939,0.023290886,-0.0137616405,0.019159459,0.021175424,0.01918722,-0.02453633,-0.04453034,-0.04737182,-0.036647312,-0.041461088,2.8817875,3.0235531,3.0086477,3.1260223,2.5126314,1.493535,2.313919,1.7514637,2.3007774,2.2164156,0.2389091,0.39223838,0.21345562,0.1770215,0.15734877,0.11461745,0.37028128,0.15602626,0.0725163,0.100460306,0.19196646,0.20991516,0.15728818,-0.0028308942,-0.0020122938,-0.077620864,-0.0870099,-0.07026843,-0.015439027,-0.045803964,-0.048476234,-0.045573134,-0.05016351,0.14444532,0.0035523528,0.06912316,0.09246361,0.11097264,-9.7847916e-08,Tiger,2026-02-15T18:24:46.552754
2.983004,3.0098224,3.0918176,3.0657997,2.9148788,0.72709817,2.9893558,0.4335856,2.9199471,1.2465852,0.148092,0.27265483,0.12118663,0.09227671,0.10203492,0.21819477,0.3126047,0.021088695,0.034999147,0.05679297,0.11526942,0.12392788,0.13202506,0.020767089,-0.015427666,0.010520748,0.009697979,0.012450921,-0.02075679,-0.044407513,-0.04524842,-0.035522226,-0.04003518,2.8417993,3.0117352,3.0051486,3.1240613,2.5340497,1.5390962,2.3405406,1.7637737,2.3281267,2.2290726,0.23903532,0.39591357,0.21973985,0.18094519,0.16082455,0.13071401,0.36308926,0.14663239,0.06218166,0.09977225,0.19282122,0.21125004,0.16194274,-0.0050930004,-0.005129685,-0.082550615,-0.090843424,-0.07197757,-0.018482871,-0.04745916,-0.051892586,-0.04800905,-0.05175727,0.14909682,0.0038050371,0.063517086,0.089494675,0.11925,-7.02528e-08,Tiger,2026-02-15T18:24:46.756666
2.8852754,2.8612723,3.0958927,3.05353,2.9810157,0.69167423,3.021804,0.38420343,2.7136009,0.83253795,0.15485755,0.27817225,0.11949957,0.090679556,0.09181978,0.19723386,0.37576708,0.042528726,0.09766148,0.07565066,0.116470516,0.12992309,0.12991083,0.021737102,-0.015574054,0.00984683,0.011275909,0.010696526,-0.021974396,-0.047172062,-0.048077434,-0.036024533,-0.04348208,2.8501925,3.0174966,3.0004632,3.1139638,2.5113037,1.5895623,2.333985,1.8060858,2.3366556,2.2321813,0.23844323,0.39330658,0.21715903,0.18046565,0.15844609,0.13085057,0.36731848,0.14559507,0.06276039,0.10143284,0.19211167,0.21096322,0.15995644,-0.0051239436,-0.0038276343,-0.08168978,-0.09049416,-0.0715204,-0.017174741,-0.045690395,-0.050328825,-0.046916407,-0.050023958,0.14687386,0.0017067236,0.061003167,0.09306067,0.1136294,-4.870494e-08,Tiger,2026-02-15T18:24:46.986837
2.9413626,2.9412727,3.0093527,3.0542078,2.4742327,0.71999705,2.391253,0.58822155,2.4710476,0.38591924,0.14775798,0.27751973,0.09234269,0.0651159,0.07275219,0.20800821,0.38081062,0.029880881,0.10750471,0.07447729,0.115855925,0.12866572,0.13640352,0.014341035,-0.026539449,-0.019684598,-0.012286758,-0.007372848,-0.02630848,-0.04886993,-0.048463695,-0.03468557,-0.04090883,2.8579223,3.0121546,2.9955404,3.1007628,2.478021,1.5699224,2.3374038,1.7894777,2.3853703,2.2374706,0.24209034,0.39548123,0.21597093,0.18226324,0.16402644,0.12026777,0.3785124,0.13927555,0.05972132,0.10194842,0.19334619,0.21203187,0.1578351,-0.0034381598,-0.003956446,-0.08238312,-0.090897694,-0.07167749,-0.01696806,-0.04725911,-0.051052317,-0.047645297,-0.052047383,0.14874355,0.0019655686,0.029356632,0.09142992,0.11732525,3.747516e-08,Tiger,2026-02-15T18:24:47.202330
3.017758,3.0052183,3.0839224,3.0588205,2.9447808,0.6650335,3.012474,0.4682416,2.9258065,0.88272387,0.13762213,0.2676646,0.11969375,0.09053808,0.094403006,0.22701217,0.32637632,0.046212174,0.030902278,0.056212727,0.11556148,0.12353156,0.13711761,0.019673005,-0.016349763,0.014169424,0.01342467,0.0133259995,-0.019957967,-0.041578677,-0.043169737,-0.03496905,-0.039039828,2.846482,3.0195782,3.0092773,3.130144,2.517883,1.483937,2.3588684,1.735685,2.4348624,2.1941636,0.24059725,0.39815223,0.2170491,0.18424913,0.16794072,0.12639269,0.37435454,0.14447054,0.05213609,0.099153504,0.19407149,0.21142505,0.1623325,-0.002469183,0.00076836284,-0.07749492,-0.087720275,-0.068227544,-0.014997901,-0.045841426,-0.04782013,-0.04454359,-0.049025666,0.15360263,0.006209444,0.069715224,0.09106648,0.12369585,-4.772216e-08,Tiger,2026-02-15T18:24:47.436695
3.0598788,3.0466478,3.0568466,3.0771565,2.9355862,0.57155365,2.8420725,0.24982612,2.823164,0.27945575,0.14015028,0.26378328,0.12434675,0.07964529,0.082748786,0.22630386,0.27330285,0.08907352,0.03346084,0.055872466,0.11273572,0.12053206,0.13103569,0.0180926,-0.018099051,0.0083174165,0.0025947364,0.0032865466,-0.022177426,-0.043243572,-0.044341397,-0.034794576,-0.038252853,2.8626664,3.0163367,3.0117347,3.1254182,2.559137,1.5398192,2.35479,1.7690647,2.3014355,2.222908,0.23462716,0.3927314,0.21911485,0.18120228,0.15943347,0.14282863,0.36214235,0.15197739,0.07050967,0.09659454,0.19104287,0.20843635,0.16393141,-0.0069054933,-0.0022678112,-0.07963633,-0.089335725,-0.0726145,-0.01747359,-0.047344763,-0.051788792,-0.04796234,-0.05111779,0.14870527,0.007124905,0.067497574,0.08552781,0.12164807,-5.962202e-08,Tiger,2026-02-15T18:24:47.646985
2.8874552,2.8716655,3.0519948,3.0528626,2.676221,0.5831356,2.4748657,0.4780977,2.3624144,0.53342265,0.14526221,0.27710545,0.09858002,0.06819505,0.068237096,0.16686124,0.38300642,0.042683266,0.10142386,0.07976342,0.11405935,0.12766169,0.13601755,0.01556545,-0.020818334,-0.014042158,-0.010090972,-0.009132711,-0.026183844,-0.05084108,-0.051228985,-0.03764997,-0.04301469,2.8648233,3.0217779,3.01478,3.128743,2.5093205,1.5034815,2.3747945,1.7288009,2.4327497,2.1851983,0.24030322,0.39648244,0.21465321,0.1829816,0.16644505,0.12141379,0.37974247,0.13759163,0.05451436,0.098918885,0.19205163,0.20974967,0.16060726,-0.0024245786,5.4818738e-05,-0.07641669,-0.08531568,-0.06794452,-0.012894852,-0.045159087,-0.04764757,-0.04458762,-0.04891467,0.15219009,0.006343259,0.0379893,0.09396067,0.11972141,-3.4631285e-09,Tiger,2026-02-15T18:24:47.858776
